id,member_id,loan_status,loan_amnt,term,int_rate,verification_status,purpose,policy_code,application_type,home_ownership,annual_inc,addr_state,dti,delinq_2yrs,mths_since_last_delinq,total_acc,inq_last_6mths,mths_since_last_record,open_acc,pub_rec,collections_12_mths_ex_med,acc_now_delinq,default
24676134,27108991,Fully Paid,24000, 60 months,19.52,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,TX,21.02,1,8,41,0,108,22,1,0,0,non-default
25386686,27829554,Fully Paid,8400, 36 months,15.61,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,65000,IN,8.57,2,5,21,0,48,5,1,0,0,non-default
25336687,27779544,Fully Paid,4000, 36 months,10.15,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,128000,MI,8.31,0,68,33,0,42,9,3,0,0,non-default
25156395,27599314,Default,15000, 36 months,17.57,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,50000,AZ,31.52,0,40,30,1,38,17,3,0,0,default
25376674,27819525,Fully Paid,9850, 36 months,17.57,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,110000,CA,6,1,2,10,1,106,7,1,0,1,non-default
25326604,27669478,Fully Paid,33025, 36 months,16.29,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,72000,FL,16.75,1,8,30,2,109,14,1,0,0,non-default
25266648,27719511,Fully Paid,10000, 60 months,13.98,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,85000,CA,22.36,0,60,56,0,60,17,1,0,0,non-default
25226533,27679397,Late (31-120 days),4825, 36 months,14.49,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,46000,CO,9.76,0,36,24,0,52,9,1,0,0,default
24776766,27219511,Fully Paid,8875, 36 months,15.61,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,65000,KY,35.49,1,14,29,0,112,12,1,0,0,non-default
25206487,27649370,Charged Off,17000, 36 months,13.98,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,85000,AR,21.01,0,25,29,1,12,14,1,0,0,default
25276533,27729405,Fully Paid,5000, 36 months,22.15,Source Verified,medical,1,INDIVIDUAL,OWN,21598.9,FL,24.51,0,81,36,2,79,8,1,0,0,non-default
25346485,27789374,Fully Paid,15300, 36 months,16.29,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,70000,NV,23.25,0,36,48,4,82,18,1,0,0,non-default
25196391,27639277,Late (31-120 days),6425, 36 months,23.43,Verified,debt_consolidation,1,INDIVIDUAL,RENT,19000,NY,34.93,1,13,25,0,87,7,1,0,0,default
25156443,27599358,Fully Paid,8500, 36 months,17.57,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,100000,WA,2.75,0,40,12,1,110,6,1,0,0,non-default
25236406,27689290,Fully Paid,4000, 36 months,23.43,Not Verified,medical,1,INDIVIDUAL,MORTGAGE,71000,MO,7.15,0,70,27,4,88,11,1,0,0,non-default
13028123,15060300,Fully Paid,3200, 36 months,12.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,VA,21.71,1,21,20,1,106,6,1,0,0,non-default
25176088,27619030,Charged Off,4725, 36 months,20.99,Not Verified,other,1,INDIVIDUAL,RENT,77000,TX,15.96,2,23,37,1,74,9,1,0,0,default
25266389,27719291,Charged Off,10000, 36 months,13.98,Not Verified,credit_card,1,INDIVIDUAL,RENT,75000,VA,15.39,2,16,12,0,112,8,1,0,0,default
25286242,27739154,Late (31-120 days),14000, 60 months,18.24,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,46000,NY,13.97,0,81,19,1,69,13,1,0,0,default
23973920,26346777,Charged Off,18000, 36 months,14.49,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,105000,NY,8.63,0,64,32,1,48,11,5,0,0,default
23906482,26278964,Fully Paid,6000, 36 months,14.49,Verified,debt_consolidation,1,INDIVIDUAL,RENT,36000,NY,5.1,0,54,44,1,47,13,1,0,0,non-default
25366191,27809112,Fully Paid,5800, 36 months,8.39,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50000,MN,9.63,0,56,33,0,119,7,1,0,0,non-default
25376201,27819122,Fully Paid,12550, 60 months,20.99,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,51000,SC,6.12,1,8,17,0,29,5,1,0,0,non-default
25276198,27729118,Fully Paid,9600, 36 months,9.17,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50000,FL,27.6,0,48,28,0,68,7,1,0,0,non-default
25266208,27719134,Late (31-120 days),18100, 60 months,18.99,Verified,debt_consolidation,1,INDIVIDUAL,OWN,45379,FL,28.38,0,74,25,0,25,9,2,0,0,default
25216211,27659136,Fully Paid,35000, 60 months,25.8,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,105000,NC,33.57,0,33,33,2,54,8,1,0,0,non-default
25246160,27699101,Fully Paid,5300, 36 months,13.98,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,OR,26.86,0,29,16,1,106,6,1,0,0,non-default
25176143,27619080,Fully Paid,9600, 36 months,7.12,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,130000,IL,5.82,0,35,27,0,55,10,1,0,0,non-default
24835680,27268580,Fully Paid,20000, 36 months,13.98,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,126000,NH,12.1,1,7,30,2,65,8,1,0,0,non-default
25226111,27679050,Late (31-120 days),12075, 60 months,25.89,Verified,home_improvement,1,INDIVIDUAL,OWN,38000,MI,16.09,0,65,28,3,27,15,3,0,0,default
25366099,27809031,Fully Paid,7000, 36 months,10.15,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,72000,MI,19.23,0,36,29,3,60,19,1,0,0,non-default
25156104,27599046,Late (31-120 days),20000, 60 months,14.99,Source Verified,credit_card,1,INDIVIDUAL,OWN,83000,TX,23.34,0,33,27,0,112,18,1,0,0,default
21860902,24193863,Late (16-30 days),16000, 36 months,14.49,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,60000,IL,24.66,0,32,17,2,111,11,1,0,0,default
24726768,27169503,Fully Paid,3000, 36 months,18.24,Verified,other,1,INDIVIDUAL,RENT,110000,FL,17.83,1,9,13,0,83,10,1,0,0,non-default
23963475,26336402,Late (31-120 days),20000, 60 months,17.57,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,63000,NJ,23.1,0,43,20,1,45,14,1,0,0,default
25246017,27698972,Charged Off,10000, 60 months,25.57,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,125000,MD,8.81,0,65,28,1,73,12,1,0,0,default
25026045,27468993,Late (31-120 days),30000, 60 months,24.08,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,160000,NY,18.97,0,31,45,0,19,22,1,0,0,default
25225962,27678924,Default,9725, 36 months,19.52,Source Verified,other,1,INDIVIDUAL,RENT,31000,IN,33.25,1,7,17,1,94,14,1,0,0,default
24935963,27378925,Fully Paid,8000, 36 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,80000,CA,6,0,42,19,1,77,11,1,0,0,non-default
25065988,27528946,Fully Paid,3000, 36 months,23.43,Not Verified,other,1,INDIVIDUAL,MORTGAGE,50000,MO,27.03,4,4,14,1,107,7,1,0,0,non-default
24786825,27229566,Fully Paid,8400, 36 months,10.15,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,78000,FL,9.37,0,51,19,1,107,7,1,0,0,non-default
24995998,27438957,Default,7000, 36 months,13.98,Source Verified,credit_card,1,INDIVIDUAL,RENT,40000,WA,25.68,0,72,27,1,53,11,2,0,0,default
24696924,27139652,Fully Paid,14000, 36 months,10.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,80000,IN,8.88,1,11,22,0,18,11,2,0,0,non-default
24816985,27249678,Fully Paid,3850, 36 months,20.2,Not Verified,credit_card,1,INDIVIDUAL,OWN,20000,CA,17.53,0,54,32,1,50,11,1,0,0,non-default
25055971,27508932,Fully Paid,20000, 36 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,100000,NJ,20.32,0,58,48,3,82,23,1,0,0,non-default
24665635,27098567,Fully Paid,7800, 36 months,17.57,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,36000,CA,26.27,0,76,20,2,106,11,1,0,0,non-default
24796859,27119536,Fully Paid,12000, 36 months,18.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,36000,IL,21.27,0,80,16,0,106,10,1,1,0,non-default
24756886,27199622,Fully Paid,14325, 60 months,26.06,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,84960,FL,24.75,1,19,22,2,111,17,1,0,0,non-default
24746512,27189308,Fully Paid,14575, 36 months,18.24,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,80000,IL,12.62,0,76,15,2,73,6,3,0,0,non-default
24646852,27079596,Fully Paid,10000, 36 months,20.2,Source Verified,other,1,INDIVIDUAL,RENT,72000,CA,12.41,0,66,34,1,60,8,1,0,0,non-default
24686893,27129622,Fully Paid,20725, 36 months,13.98,Verified,debt_consolidation,1,INDIVIDUAL,RENT,54000,NY,29.87,0,40,35,4,59,13,1,0,0,non-default
24696782,27139537,Charged Off,3000, 36 months,12.99,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,55000,TX,12.33,0,72,27,1,71,9,1,0,0,default
23844811,26217552,Fully Paid,10000, 60 months,16.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,170000,IL,5.48,0,39,43,5,66,16,1,0,0,non-default
24806734,27239491,Fully Paid,12000, 36 months,10.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,143000,IL,15.9,0,68,34,0,75,17,1,0,0,non-default
24696714,27139474,Fully Paid,12000, 60 months,19.52,Source Verified,credit_card,1,INDIVIDUAL,OWN,52000,NJ,20.52,0,51,50,4,41,9,3,0,0,non-default
24606703,27039462,Charged Off,14725, 36 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,37000,NC,25.36,0,62,15,3,52,9,3,0,0,default
24706666,27149417,Fully Paid,7000, 36 months,13.35,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,55000,AL,22.69,1,13,31,6,46,14,1,0,0,non-default
24736670,27179422,Late (31-120 days),15000, 60 months,13.98,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,90000,CA,6.21,0,38,22,1,38,8,1,0,0,default
24846680,27279457,Fully Paid,10000, 36 months,12.99,Source Verified,credit_card,1,INDIVIDUAL,RENT,120000,CA,11.85,0,72,36,1,77,14,1,0,0,non-default
8137612,9879610,Fully Paid,12000, 36 months,14.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,120000,VA,12,0,45,25,1,70,12,3,0,0,non-default
24796639,27119354,Fully Paid,19500, 60 months,18.24,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,AR,10.75,0,67,33,2,46,8,1,0,0,non-default
24796679,27119385,Fully Paid,7000, 36 months,13.35,Source Verified,credit_card,1,INDIVIDUAL,RENT,58000,IL,5.38,0,69,28,3,70,16,1,0,0,non-default
23884235,26257050,Fully Paid,6375, 36 months,16.29,Source Verified,moving,1,INDIVIDUAL,MORTGAGE,86700,MN,7.1,0,31,15,0,99,7,2,0,0,non-default
24756539,27199323,Fully Paid,8000, 36 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,61800,MN,16.21,0,74,33,1,61,17,3,0,0,non-default
24776593,27219363,Fully Paid,18000, 36 months,14.49,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,90000,MI,14.36,0,45,39,1,55,27,1,0,0,non-default
24836495,27269262,Charged Off,16000, 60 months,14.99,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,60000,NC,10.52,0,33,47,1,52,16,1,0,0,default
24846502,27279295,Charged Off,10000, 36 months,19.52,Source Verified,moving,1,INDIVIDUAL,RENT,65000,CA,14.67,0,33,37,1,79,13,1,0,0,default
24626577,27059343,Late (31-120 days),18750, 36 months,17.57,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,68000,TN,18.44,0,33,23,0,99,9,1,0,0,default
24626549,27059320,Fully Paid,7000, 36 months,9.17,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,CA,8.01,0,73,40,0,70,10,1,0,0,non-default
24816405,27249184,Charged Off,20000, 36 months,12.49,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,112000,MN,6.04,0,35,14,1,114,9,1,0,0,default
23875845,26248407,Fully Paid,12000, 36 months,6.49,Verified,major_purchase,1,INDIVIDUAL,MORTGAGE,120000,NY,4.95,0,41,31,0,23,6,2,0,0,non-default
24615619,27048528,Fully Paid,5875, 36 months,12.99,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,53000,IL,19.86,0,29,29,0,112,7,1,0,0,non-default
22273423,24596171,Charged Off,15000, 60 months,16.29,Verified,debt_consolidation,1,INDIVIDUAL,RENT,72000,AZ,10.41,2,13,18,0,97,8,1,0,0,default
24606367,27039168,Fully Paid,15000, 36 months,11.67,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,57000,IN,23.56,0,49,36,0,33,11,3,0,0,non-default
24845942,27278828,Charged Off,16825, 60 months,24.08,Source Verified,other,1,INDIVIDUAL,MORTGAGE,47000,FL,16.09,0,72,19,1,64,12,2,0,0,default
24696310,27139136,Fully Paid,3000, 36 months,12.49,Not Verified,credit_card,1,INDIVIDUAL,RENT,75210,CA,18.03,7,6,34,0,98,11,2,0,0,non-default
24025305,26397939,Fully Paid,6500, 36 months,6.49,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,43257.6,MO,3.77,0,60,32,2,68,7,1,0,0,non-default
24846216,27279054,Fully Paid,10000, 36 months,10.99,Source Verified,credit_card,1,INDIVIDUAL,RENT,60000,IL,15.16,1,21,41,1,57,18,1,0,0,non-default
20682540,22954949,Fully Paid,6650, 36 months,12.49,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,70000,OH,13.03,0,32,45,0,72,9,1,0,0,non-default
24656114,27088946,Fully Paid,18600, 60 months,20.2,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,62000,NV,25.44,0,60,22,0,110,14,1,0,0,non-default
24666114,27098979,Fully Paid,15600, 36 months,15.61,Verified,other,1,INDIVIDUAL,RENT,110000,CA,12.01,0,24,29,0,29,8,1,0,0,non-default
24354895,26777825,Default,12000, 60 months,24.08,Verified,debt_consolidation,1,INDIVIDUAL,RENT,80000,LA,24.35,4,11,39,0,106,17,1,0,0,default
24454849,26867800,Fully Paid,19875, 60 months,26.06,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,NV,16.46,0,59,54,1,63,10,1,0,0,non-default
24655987,27088836,Fully Paid,8000, 36 months,24.08,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,35000,TN,37.89,1,20,23,1,98,15,1,0,0,non-default
23864660,26237425,Fully Paid,9600, 36 months,20.99,Not Verified,small_business,1,INDIVIDUAL,OWN,75000,NY,15.63,0,50,15,1,37,10,3,0,0,non-default
24626106,27058945,Fully Paid,10000, 36 months,13.35,Verified,other,1,INDIVIDUAL,RENT,72340,NY,7.09,0,59,16,0,55,12,1,0,0,non-default
24706000,27148867,Fully Paid,10000, 36 months,24.08,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,FL,6.99,0,35,39,3,118,25,1,0,0,non-default
24695969,27138829,Fully Paid,6000, 36 months,11.67,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,70000,GA,9.26,0,43,30,3,50,8,1,0,0,non-default
23845962,26218539,Fully Paid,9250, 36 months,16.29,Source Verified,moving,1,INDIVIDUAL,OWN,25892,MO,17.57,0,67,19,2,58,9,3,0,0,non-default
24606015,27038861,Fully Paid,10000, 36 months,12.49,Source Verified,credit_card,1,INDIVIDUAL,RENT,85000,TX,11.41,0,62,37,5,38,8,1,0,0,non-default
24826037,27258905,Fully Paid,14000, 36 months,9.17,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,95000,GA,22.55,0,53,43,1,93,21,1,0,0,non-default
24765311,27208278,Late (31-120 days),7500, 36 months,7.69,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,34060,IN,20.72,0,61,45,1,54,11,1,0,0,default
24565131,26988053,Fully Paid,24000, 60 months,14.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,68000,FL,19.1,1,8,29,0,113,16,1,0,0,non-default
23835557,26208183,Charged Off,6000, 36 months,14.49,Source Verified,other,1,INDIVIDUAL,RENT,33885,NY,26.6,0,42,17,1,119,9,1,0,0,default
24835830,27268703,Charged Off,17975, 60 months,18.99,Source Verified,moving,1,INDIVIDUAL,RENT,40000,WA,32.85,0,72,63,1,54,13,1,0,0,default
24845798,27278705,Fully Paid,35000, 36 months,16.29,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,200000,TX,11.51,0,42,27,0,15,12,1,0,0,non-default
24715214,27158189,Fully Paid,15350, 60 months,20.2,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,95000,OH,20.76,0,80,26,5,69,11,1,0,0,non-default
24665722,27098641,Fully Paid,10000, 60 months,15.61,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,65000,NY,21.21,1,9,34,0,63,10,1,1,0,non-default
24625791,27058678,Fully Paid,13025, 36 months,18.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,85000,MI,12.4,1,13,48,2,52,12,1,0,0,non-default
23894222,26267072,Fully Paid,6925, 36 months,14.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,51000,NC,3.44,1,19,17,2,89,8,1,0,0,non-default
24795809,27118665,Fully Paid,35000, 60 months,16.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,270000,CA,13.73,0,29,33,4,16,18,1,0,0,non-default
24615730,27048615,Fully Paid,15000, 36 months,13.98,Verified,credit_card,1,INDIVIDUAL,RENT,150000,TX,9.51,3,9,27,0,90,16,2,0,0,non-default
23905368,26278024,Late (31-120 days),15000, 60 months,20.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,75420,FL,25.74,0,46,30,2,104,19,1,0,0,default
24615826,27048693,Fully Paid,17000, 36 months,11.67,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,50000,WI,10.87,0,64,43,2,52,9,2,0,0,non-default
24745720,27188628,Fully Paid,8000, 36 months,14.99,Not Verified,small_business,1,INDIVIDUAL,RENT,125000,CA,13.95,0,27,19,3,20,9,5,0,0,non-default
24605698,27038597,Fully Paid,9000, 36 months,20.2,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,35000,NC,33.13,1,22,28,2,80,14,1,0,0,non-default
24725782,27168670,Fully Paid,10800, 36 months,10.15,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,115000,VA,9.02,0,63,17,0,76,11,2,0,0,non-default
24705613,27148538,Fully Paid,4675, 36 months,17.57,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50000,SC,35.81,3,10,24,0,52,13,1,0,0,non-default
23815595,26188224,Fully Paid,13000, 36 months,10.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,OH,20.26,0,44,26,0,39,13,1,0,0,non-default
24805694,27238599,Fully Paid,3600, 36 months,24.08,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,75000,FL,20.77,1,23,25,6,112,14,1,0,0,non-default
24705532,27148457,Charged Off,3500, 36 months,24.08,Verified,debt_consolidation,1,INDIVIDUAL,RENT,90000,TN,24.52,0,48,21,4,106,11,1,0,0,default
24795701,27118582,Late (31-120 days),10000, 36 months,12.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,145000,MD,13.29,12,2,53,0,8,23,1,0,0,default
24815655,27248560,Fully Paid,5000, 36 months,10.15,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,RI,9.69,0,47,30,0,47,4,1,0,0,non-default
24775630,27218550,Fully Paid,10000, 36 months,9.17,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,175000,RI,8.65,0,52,31,0,65,7,2,0,0,non-default
24765566,27208506,Fully Paid,10000, 36 months,13.35,Source Verified,home_improvement,1,INDIVIDUAL,OWN,39000,MI,12.74,1,21,43,0,52,9,1,0,0,non-default
24715482,27158416,Fully Paid,2000, 36 months,9.17,Not Verified,major_purchase,1,INDIVIDUAL,OWN,100000,IN,21.78,1,12,29,0,32,11,1,0,0,non-default
24665522,27098462,Fully Paid,12000, 36 months,11.67,Verified,credit_card,1,INDIVIDUAL,RENT,76000,CA,14.42,1,8,33,0,76,13,1,0,0,non-default
24835629,27268537,Charged Off,30000, 36 months,12.99,Verified,medical,1,INDIVIDUAL,OWN,150000,IL,6.45,0,42,46,1,29,15,1,0,0,default
22413033,24745792,Fully Paid,7200, 36 months,11.67,Source Verified,other,1,INDIVIDUAL,RENT,80000,KS,4.05,0,42,26,0,33,4,1,0,0,non-default
24053430,26426377,Fully Paid,28000, 36 months,12.99,Source Verified,credit_card,1,INDIVIDUAL,RENT,98000,HI,12.94,1,10,29,0,30,10,1,0,0,non-default
24745384,27188343,Fully Paid,3000, 36 months,11.67,Not Verified,medical,1,INDIVIDUAL,RENT,68000,PA,21.73,0,74,16,0,88,5,1,0,0,non-default
24755429,27198387,Fully Paid,6000, 36 months,16.29,Verified,other,1,INDIVIDUAL,RENT,60000,CA,19.24,0,78,17,2,49,10,2,0,0,non-default
23954774,26327531,Fully Paid,16225, 60 months,19.52,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,122000,MD,8.93,0,32,37,2,66,12,1,0,0,non-default
14819080,16891515,Charged Off,21550, 36 months,15.61,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,63000,NJ,25.94,1,18,14,1,109,6,1,0,0,default
24625018,27058022,Fully Paid,6975, 36 months,14.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,NV,14.68,0,70,34,1,67,12,1,0,0,non-default
24785346,27228316,Fully Paid,12000, 60 months,13.98,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,82000,TX,10.35,0,30,14,1,106,10,1,0,0,non-default
24074854,26657748,Fully Paid,10800, 36 months,13.35,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,51588.94,GA,13.93,0,61,32,0,57,10,1,0,0,non-default
24655266,27088231,Fully Paid,12000, 36 months,7.69,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,49000,OH,14.16,0,75,27,1,66,17,1,0,0,non-default
24795365,27118284,Charged Off,12075, 36 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,65000,TX,15.95,1,5,13,2,111,12,1,0,0,default
24755181,27198162,Fully Paid,3000, 36 months,16.99,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,19500,PA,26.89,0,63,32,5,61,10,1,0,0,non-default
24775203,27218188,Fully Paid,7575, 36 months,11.67,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50000,FL,27.75,0,76,38,2,63,7,1,0,0,non-default
24725209,27168183,Fully Paid,13000, 36 months,13.35,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,67000,TX,20.88,0,40,32,2,106,18,1,0,0,non-default
24835268,27268251,Fully Paid,10000, 36 months,14.49,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,95000,NC,2.29,1,15,20,5,92,8,1,0,0,non-default
22253796,24576507,Fully Paid,9875, 36 months,12.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,91000,NJ,22.04,0,24,49,0,26,21,1,0,0,non-default
23854395,26227172,Fully Paid,7600, 36 months,9.17,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,40000,FL,29.28,0,68,32,0,53,13,2,0,0,non-default
24795226,27118163,Fully Paid,16475, 36 months,16.29,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,75000,NY,11.25,0,24,28,0,43,11,1,0,0,non-default
22383632,24716338,Fully Paid,12600, 36 months,12.49,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,65000,GA,31.52,0,53,51,0,60,12,1,0,0,non-default
24755118,27198108,Fully Paid,10000, 36 months,14.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,48000,CA,23.13,0,64,24,3,65,10,1,0,0,non-default
24745141,27188136,Fully Paid,7000, 36 months,13.98,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,80000,NC,17.16,1,18,39,3,74,14,1,0,0,non-default
23193679,25546470,Fully Paid,13325, 36 months,18.24,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,32000,MD,11.52,0,26,11,0,115,8,1,0,0,non-default
24005957,26378518,Fully Paid,7625, 36 months,20.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,107500,CA,10.67,1,7,27,0,61,11,1,0,0,non-default
24735052,27178056,Fully Paid,8650, 36 months,14.49,Source Verified,other,1,INDIVIDUAL,OWN,30000,OH,23.88,0,37,13,0,108,9,1,0,0,non-default
24705037,27148043,Fully Paid,15000, 36 months,15.61,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,GA,11.81,0,80,30,1,64,11,1,0,0,non-default
22181624,24504549,Charged Off,22125, 60 months,25.83,Source Verified,home_improvement,1,INDIVIDUAL,OWN,93000,IN,11.87,13,11,54,2,96,17,1,0,0,default
21420284,23743169,Fully Paid,6000, 36 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,47000,MN,6.36,1,14,11,1,74,6,1,0,0,non-default
24805029,27238040,Fully Paid,17000, 36 months,13.98,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,53000,SC,19.34,1,22,29,0,54,13,1,1,0,non-default
24835013,27268026,Charged Off,12000, 60 months,23.43,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,59000,CA,14.95,0,32,34,1,91,12,1,0,0,default
24815018,27248031,Late (31-120 days),10000, 36 months,16.29,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,65000,NC,11.34,0,33,18,0,61,9,1,0,0,default
24655053,27088053,Charged Off,4000, 36 months,10.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,30000,GA,7.64,0,30,16,0,67,8,1,0,0,default
24594912,27027874,Fully Paid,5500, 36 months,16.29,Not Verified,other,1,INDIVIDUAL,MORTGAGE,36000,KS,34.03,1,1,31,3,38,11,1,0,1,non-default
24485209,26908106,Late (31-120 days),19200, 60 months,20.99,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,203000,NJ,5.41,0,40,28,2,39,12,1,0,0,default
24515103,26938008,Fully Paid,14400, 60 months,12.99,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,68000,NY,8.7,1,9,27,1,27,9,3,0,0,non-default
24485135,26908049,Fully Paid,7500, 36 months,12.99,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,60000,WA,13.4,0,69,42,3,68,21,1,0,0,non-default
23825102,26197822,Charged Off,10000, 36 months,18.99,Verified,medical,1,INDIVIDUAL,RENT,65000,AZ,15.08,0,48,30,3,106,7,1,0,0,default
24435165,26858059,Fully Paid,9600, 36 months,10.15,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,WY,11.8,2,9,12,0,109,5,1,0,0,non-default
24364999,26787927,Fully Paid,10000, 36 months,24.08,Verified,debt_consolidation,1,INDIVIDUAL,RENT,45630,MA,10.31,0,53,42,3,22,21,1,0,0,non-default
